NTROQUEL	NOMBRE COMERCIAL	PRESENTACION	LABORATORIO	PVP	PSL
9921854	VICHY TRATAMIENTO DEL ROSTRO	Liftactiv CXP Ojos x15ml	Vichy	422	211
9930296	VICHY TRATAMIENTO DEL ROSTRO	Liftactiv CXP SPF15x50ml	Vichy	514	257
9923636	VICHY TRATAMIENTO DEL ROSTRO	Liftactiv Do Noche x50ml	Vichy	1286	643
9945337	VICHY TRATAMIENTO DEL ROSTRO	Liftactiv Ret.Nochex30ml	Vichy	274	137
9944647	VICHY TRATAMIENTO DEL ROSTRO	Liftactiv Ret.Ojos x15ml	Vichy	958	479
9944646	VICHY TRATAMIENTO DEL ROSTRO	Liftactiv Ret.adv.x 30ml	Vichy	1376	688
9941978	VICHY TRATAMIENTO DEL ROSTRO	Liftactiv Serum 10 x30ml	Vichy	852	426
9920044	VICHY TRATAMIENTO DEL ROSTRO	Liftactiv pomo x 40 ml	Vichy	93	47
9921852	VICHY TRATAMIENTO DEL ROSTRO	Lumiactiv pomo x 40 ml	Vichy	39	20
9921853	VICHY TRATAMIENTO DEL ROSTRO	Lumiactiv pote x 50 ml	Vichy	32	16
9940451	VICHY TRATAMIENTO DEL ROSTRO	Myokine Noche x 50 ml	Vichy	104	52
9931577	VICHY TRATAMIENTO DEL ROSTRO	Myokine Ojos fco.x 15 ml	Vichy	85	43
9933183	VICHY TRATAMIENTO DEL ROSTRO	Myokine pote x 50 ml	Vichy	180	90
9939189	VICHY TRATAMIENTO DEL ROSTRO	Neovadiol Cont.Lab/Ojos	Vichy	791	396
9940448	VICHY TRATAMIENTO DEL ROSTRO	Neovadiol Dia GF x 50 ml	Vichy	988	494
9940449	VICHY TRATAMIENTO DEL ROSTRO	Neovadiol Dia PS x 50 ml	Vichy	988	494
9940450	VICHY TRATAMIENTO DEL ROSTRO	Neovadiol Noche x 50 ml	Vichy	842	421
9953447	VICHY TRATAMIENTO DEL ROSTRO	Neovadiol PNM x 50 ml	Vichy	1338	669
9953446	VICHY TRATAMIENTO DEL ROSTRO	Neovadiol PS x 50 ml	Vichy	753	377
9953444	VICHY TRATAMIENTO DEL ROSTRO	Neovadiol magist.elixir	Vichy	969	485
9953443	VICHY TRATAMIENTO DEL ROSTRO	Neovadiol magist.x 50 ml	Vichy	949	475
9953445	VICHY TRATAMIENTO DEL ROSTRO	Neovadiol subst.serum	Vichy	1425	713
9934088	VICHY TRATAMIENTO DEL ROSTRO	Novadiol Ant.Taches 50ml	Vichy	170	85
9931576	VICHY TRATAMIENTO DEL ROSTRO	Novadiol Noche x 50 ml	Vichy	114	57
9943101	VICHY TRATAMIENTO DEL ROSTRO	Novadiol UltraDens.x40ml	Vichy	394	197
9928673	VICHY TRATAMIENTO DEL ROSTRO	Novadiol pote x 50 ml	Vichy	148	74
9928489	VICHY TRATAMIENTO DEL ROSTRO	Nutrilogie 1 pote x 50ml	Vichy	323	162
9928490	VICHY TRATAMIENTO DEL ROSTRO	Nutrilogie 2 pote x 50ml	Vichy	262	131
9936103	VICHY TRATAMIENTO DEL ROSTRO	Nutrilogie Labios x 15ml	Vichy	67	34
9920040	VICHY TRATAMIENTO DEL ROSTRO	Nutritive 1 pote x 40 ml	Vichy	15	8
9920039	VICHY TRATAMIENTO DEL ROSTRO	Nutritive 2 pote x 40 ml	Vichy	19	10
9930926	VICHY TRATAMIENTO DEL ROSTRO	Oligo 25 PN pote x 50 ml	Vichy	36	18
9930927	VICHY TRATAMIENTO DEL ROSTRO	Oligo 25 PS pote x 50 ml	Vichy	97	49
9920048	VICHY TRATAMIENTO DEL ROSTRO	Optilia gel pote x 15 ml	Vichy	81	41
9930196	VICHY TRATAMIENTO DEL ROSTRO	Reti.C Ojos x 15 ml	Vichy	272	136
9929750	VICHY TRATAMIENTO DEL ROSTRO	Reti.C SPF 15 x 30 ml	Vichy	82	41
9925838	VICHY TRATAMIENTO DEL ROSTRO	Reti.C SPF 8 pomo x 30ml	Vichy	83	42
9920034	VICHY TRATAMIENTO DEL ROSTRO	Thermal Fix Mat x 50 ml	Vichy	92	46
9933181	VICHY TRATAMIENTO DEL ROSTRO	Thermal Fix Ojos x 15 ml	Vichy	96	48
9930197	VICHY TRATAMIENTO DEL ROSTRO	Thermal Fix UV x 50 ml	Vichy	74	37
9939190	VICHY TRATAMIENTO NORMADERM	Anti-edad pomo x 50 ml	Vichy	285	143
9940461	VICHY TRATAMIENTO NORMADERM	Desmaquillante x 200 ml	Vichy	114	57
9933185	VICHY TRATAMIENTO NORMADERM	Gel limp.prof.x 200 ml	Vichy	146	73
9943495	VICHY TRATAMIENTO NORMADERM	Gel limp.purif.x 200 ml	Vichy	353	177
9933186	VICHY TRATAMIENTO NORMADERM	Hid.skin correc.x 50 ml	Vichy	399	200
9936102	VICHY TRATAMIENTO NORMADERM	Hyaluspot x 15 ml	Vichy	283	142
9943494	VICHY TRATAMIENTO NORMADERM	Pro Mat SPF15 pomo x30ml	Vichy	228	114
9933184	VICHY TRATAMIENTO NORMADERM	Stick anti-imperf.x0.25g	Vichy	668	334
9934090	VICHY TRATAMIENTO NORMADERM	T¢nico astr.pur.x 200 ml	Vichy	723	362
9923399	VICHY TRATAMIENTO NORMADERM	cr.Express x 30 ml	Vichy	47	24
9923398	VICHY TRATAMIENTO NORMADERM	gel Express x 150 ml	Vichy	42	21
9923396	VICHY TRATAMIENTO NORMADERM	patch L-Acid.x 24	Vichy	43	22
9923397	VICHY TRATAMIENTO NORMADERM	stick Express x 0.28 g	Vichy	73	37
9930517	VICHY TRATAMIENTO PARA HOMBRE	Dermo Purif.espumax200ml	Vichy	39	20
9930510	VICHY TRATAMIENTO PARA HOMBRE	Hydra Mag C pomo x 50 ml	Vichy	391	196
9944153	VICHY TRATAMIENTO PARA HOMBRE	Liftactiv ojos x 15 ml	Vichy	325	163
9943967	VICHY TRATAMIENTO PARA HOMBRE	Liftactiv tubo x 30 ml	Vichy	402	201
9930516	VICHY TRATAMIENTO PARA HOMBRE	Nettoyante Gel x 125 ml	Vichy	175	88
9941988	VICHY TRATAMIENTO PARA HOMBRE	Normactiv pomo x 50 ml	Vichy	169	85
9930928	VICHY TRATAMIENTO PARA HOMBRE	Piel sens.esp.afe.x200ml	Vichy	132	66
9941989	VICHY TRATAMIENTO PARA HOMBRE	Reti Fill UV pomo x 50ml	Vichy	65	33
9930929	VICHY TRATAMIENTO PARA HOMBRE	Roll on desodor.x 50 ml	Vichy	381	191
9933180	VICHY TRATAMIENTO PARA HOMBRE	Sensi Baume x 75 ml	Vichy	86	43
9930931	VICHY TRATAMIENTO PARA HOMBRE	Stick desodor.x 40 ml	Vichy	40	20
9941990	VICHY TRATAMIENTO PARA HOMBRE	Structure pomo x 50 ml	Vichy	149	75
9930930	VICHY TRATAMIENTO PARA HOMBRE	Vaporiz.desodor.x 100 ml	Vichy	358	179
9943104	VICHY TRATAMIENTO PARA PIES	Podexine Antitrans.x50ml	Vichy	104	52
9943105	VICHY TRATAMIENTO PARA PIES	Podexine Callos x 50 ml	Vichy	77	39
9945341	VICHY TRATAMIENTO PARA PIES	Podexine Exfol.x 75 ml	Vichy	47	24
9943103	VICHY TRATAMIENTO PARA PIES	Podexine Grietas x 30 ml	Vichy	56	28
9943102	VICHY TRATAMIENTO PARA PIES	Podexine Recons.PSx100ml	Vichy	78	39
9919566	GESTATEST	test x 1	Lemos	11	6
429408	ADEKS	Ped.gts.x 60 ml	Axcan Difa	217	109
429391	ADEKS	tab.x 60	Axcan Difa	287	144
9946105	AQUADEKS	gts.pediatricas x 60 ml	Axcan Difa	2016	1008
9946104	AQUADEKS	tab.mast.x 60	Axcan Difa	1830	915
9923640	SCANDICAL	env.x 1	Axcan Difa	70	35
9923639	SCANDISHAKE	pack x 24	Axcan Difa	74	37
9923638	SCANDISHAKE	pack x 4	Axcan Difa	112	56
426826	ULTRASE	caps.x 100	Axcan Difa	633	317
426842	ULTRASE MT12	caps.x 100	Axcan Difa	819	410
426850	ULTRASE MT18	caps.x 100	Axcan Difa	890	445
426868	ULTRASE MT20	caps.x 100	Axcan Difa	1430	715
9920347	ACEITE DE ROSA MOSQUETA	env.x 10 ml	Piel Vital	8	4
9936456	CARTILAGO DE TIBURON	800 mg caps.x 60	Piel Vital	91	46
9920346	CARTILAGO DE TIBURON POTENCIADO	750 mg caps.x 50	Piel Vital	78	39
497016	ATORVASTATIN CALCIO LITEX	10 mg comp.x 30	Litex	42	21
497021	ATORVASTATIN CALCIO LITEX	20 mg comp.x 30	Litex	102	51
4976711	LORATEX	10 mg comp.x 10	Litex	9	5
4976712	LORATEX	10 mg comp.x 30	Litex	27	14
4976851	LORATEX SOLUCION	fco.x 120 ml	Litex	12	6
4976850	LORATEX SOLUCION	fco.x 60 ml	Litex	14	7
4862341	OXALIPLATINO LITEX	100 mg f.a.liof.x 1	Litex	2727	1364
4862261	OXALIPLATINO LITEX	50 mg f.a.liof.x 1	Litex	1314	657
494930	PACLITAXEL LITEX	150 mg iny.f.a.x 1 x25ml	Litex	3323	1662
494922	PACLITAXEL LITEX	30 mg iny.f.a.x 1 x 5 ml	Litex	787	394
9920538	REDICRES FORTE	650 mg tab.x 60	Litex	55	28
9913713	REDICRES GEL	env.x 90 g	Litex	26	13
4678681	VITAMINA ACD LITEX	fco.got.sol.x 20 ml	Litex	13	7
9920742	CARTILAGO DE TIBURON GAVE-A	550 mg caps.x 60	Gaveteco	16	8
9925227	BACTER-X	Bouquet manos gel x 70ml	Natural Health	7	4
9925228	BACTER-X	Bouquet manos gel x300ml	Natural Health	15	8
9925181	BACTER-X	Lim¢n p/manos gel x 70ml	Natural Health	6	3
9925182	BACTER-X	Lim¢n p/manos gel x300ml	Natural Health	11	6
9925230	BACTER-X	Manzana manos gel x 70ml	Natural Health	5	3
9925229	BACTER-X	Manzana manos gel x300ml	Natural Health	13	7
9927695	CENTELLA ASIATICA NH	comp.x 30	Natural Health	35	18
9927694	CENTELLA ASIATICA NH	cr.x 300 ml	Natural Health	18	9
9929541	NOVA FIX	almohad.adh.inf.x 15	Natural Health	21	11
9929542	NOVA FIX	almohad.adh.sup.x 15	Natural Health	10	5
9917930	NOVA FIX EXTRA FUERTE	Especial LD tubo x 40 g	Natural Health	22	11
9925180	NOVA FIX EXTRA FUERTE	Manzanilla tubo x 50 g	Natural Health	31	16
9917928	NOVA FIX EXTRA FUERTE	tubo x 15 g	Natural Health	24	12
9917929	NOVA FIX EXTRA FUERTE	tubo x 45 g	Natural Health	34	17
9917931	NOVA FIX TABLETAS	tab.efer.x 32	Natural Health	22	11
9933846	NOVA FIX ULTRA FUERTE	cr.x 50 g	Natural Health	35	18
9920917	ASEPTO-GLUTARAL	2% sol.x 1000 ml	Dr.Preston	19	10
9920918	ASEPTO-GLUTARAL	2% sol.x 5000 ml	Dr.Preston	69	35
9952718	ASEPTODICK GASA IODOFORMADA DICKINSON	gasa 10x10 cm x 16 u.	Dr.Preston	350	175
9952742	ASEPTODICK GASA IODOFORMADA DICKINSON	venda 10 cm x 2 m	Dr.Preston	401	201
9952743	ASEPTODICK GASA IODOFORMADA DICKINSON	venda 3 cm x 2 m	Dr.Preston	263	132
9920921	FORMALINA	past.x 100	Dr.Preston	18	9
9920919	FORMALINA	past.x 25	Dr.Preston	3	2
9920920	FORMALINA	past.x 50	Dr.Preston	9	5
9931689	GASA IODOFORMADA	bolsa sob.x 10 (10x10cm)	Dr.Preston	60	30
9920925	GASA IODOFORMADA	caja plast.x 10cm x 10cm	Dr.Preston	9	5
9931690	GASA IODOFORMADA	pote apos.x 30 10cmx10cm	Dr.Preston	13	7
9920923	GASA IODOFORMADA	pote x 10 cm x 2 m	Dr.Preston	9	5
9920924	GASA IODOFORMADA	pote x 10 cm x 4 m	Dr.Preston	17	9
9920926	GASA IODOFORMADA	pote x 3 cm x 2 m	Dr.Preston	7	4
9931688	GASA IODOFORMADA	pote x 3 cm x 4 m	Dr.Preston	5	3
9920927	GASA IODOFORMADA	pote x 45 cm x 90 cm	Dr.Preston	7	4
9920928	GASA IODOFORMADA	sob.x 10 cm x 10 cm	Dr.Preston	8	4
9920929	GASA IODOFORMADA	sob.x 45 cm x 90 cm	Dr.Preston	12	6
9920930	SOLUC.DAKIN-CARREL	fco.x 100 ml	Dr.Preston	4	2
4708311	ACTIVELLE	comp.x 28	Novo Nordisk	96	48
9909909	AGUJAS NOVOFINE 30 G	agujas x 100	Novo Nordisk	3861	1931
9954108	AGUJAS NOVOFINE 32 G	4 mm agujas x 100	Novo Nordisk	5772	2886
9939905	AGUJAS NOVOFINE 32 G TIP	agujas x 100	Novo Nordisk	4985	2493
9947981	AGUJAS NOVOTWIST 30 G	8 mm agujas x 100	Novo Nordisk	443	222
9947982	AGUJAS NOVOTWIST 32 G TIP	5 mm agujas x 100	Novo Nordisk	466	233
5141361	DISEQUENS	comp.rec.x 28	Novo Nordisk	81	41
4936511	ESTROFEM 1 MG	comp.x 28	Novo Nordisk	41	21
3390371	ESTROFEM 2 MG	comp.x 28	Novo Nordisk	31	16
3390451	ESTROFEM 4 MG	comp.x 28	Novo Nordisk	35	18
4690581	GLUCAGEN HYPOKIT	1mg f.a.x1+disolv.jga.pr	Novo Nordisk	6980	3490
9929748	INNOVO VERDE	aplic.x 1	Novo Nordisk	129	65
3137761	INSULINA ACTRAPID	HM 100 UI f.a.x 10 ml	Novo Nordisk	158	79
3137681	INSULINA ACTRAPID	HM 40 UI f.a.x 10 ml	Novo Nordisk	26	13
3379581	INSULINA ACTRAPID	MC 100 UI f.a.x 10 ml	Novo Nordisk	166	83
2883171	INSULINA ACTRAPID	MC 40 UI f.a.x 10 ml	Novo Nordisk	57	29
4508671	INSULINA ACTRAPID NOVOLET	100UI lap.prell.x 5x 3ml	Novo Nordisk	426	213
3137502	INSULINA ACTRAPID PENFILL	HM 100 UI cart.x 5 x 3ml	Novo Nordisk	611	306
3137501	INSULINA ACTRAPID PENFILL	HM 100UI cart.x5 x 1.5ml	Novo Nordisk	141	71
6587421	INSULINA FIASP FLEXTOUCH	100 UI lapic.x 5 x 3 ml	Novo Nordisk	21009	10505
6587422	INSULINA FIASP PENFILL	100 UI cart.x 5 x 3 ml	Novo Nordisk	20002	10001
3754951	INSULINA HUMANA BIOHULIN	Cte.100 UI f.a.x 1 x10ml	Novo Nordisk	104	52
3755021	INSULINA HUMANA BIOHULIN	NPH 100 UI f.a.x 1 x10ml	Novo Nordisk	89	45
3137921	INSULINA INSULATARD	HM 100 UI f.a.x 10 ml	Novo Nordisk	5130	2565
3137841	INSULINA INSULATARD	HM 40 UI f.a.x 10 ml	Novo Nordisk	25	13
2943061	INSULINA INSULATARD	MC 100 UI f.a.x 10 ml	Novo Nordisk	81	41
2942811	INSULINA INSULATARD	MC 40 UI f.a.x 10 ml	Novo Nordisk	49	25
4508832	INSULINA INSULATARD FLEXPEN	HM 100UI lap.prellx5x3ml	Novo Nordisk	28618	14309
4508831	INSULINA INSULATARD NOVOLET (NPH)	100UI lap.prell.x 5x 3ml	Novo Nordisk	426	213
3137923	INSULINA INSULATARD PENFILL	HM 100 UI cart.x 5 x 3ml	Novo Nordisk	12603	6302
3137922	INSULINA INSULATARD PENFILL	HM 100 UI cart.x5 x1.5ml	Novo Nordisk	76	38
5274611	INSULINA LEVEMIR FLEXPEN	100 UI lapiceras x5 x3ml	Novo Nordisk	49392	24696
4507761	INSULINA MIXTARD 10 HM PENFILL	cart.x 5 x 3 ml	Novo Nordisk	198	99
4507921	INSULINA MIXTARD 20 HM PENFILL	cart.x 5 x 3 ml	Novo Nordisk	326	163
3751561	INSULINA MIXTARD 30 HM	100 UI f.a.x 10 ml	Novo Nordisk	318	159
3751562	INSULINA MIXTARD 30 HM PENFILL	cart.x 5 x 1.5 ml	Novo Nordisk	175	88
4508171	INSULINA MIXTARD 30 HM PENFILL	cart.x 5 x 3 ml	Novo Nordisk	408	204
4508091	INSULINA MIXTARD 30 NOVOLET (30%-70%)	100UI lap.prell.x 5x 3ml	Novo Nordisk	502	251
4508331	INSULINA MIXTARD 40 HM PENFILL	cart.x 5 x 3 ml	Novo Nordisk	227	114
4508591	INSULINA MIXTARD 50 HM PENFILL	cart.x 5 x 3 ml	Novo Nordisk	278	139
3138171	INSULINA MONOTARD	HM 100 UI f.a.x 10 ml	Novo Nordisk	119	60
3138091	INSULINA MONOTARD	HM 40 UI f.a.x 10 ml	Novo Nordisk	17	9
3379401	INSULINA MONOTARD	MC 100 UI f.a.x 10 ml	Novo Nordisk	165	83
2847531	INSULINA MONOTARD	MC 40 UI f.a.x 10 ml	Novo Nordisk	38	19
5614001	INSULINA NOVOLIN N	HM 100 UI f.a.x 10 ml	Novo Nordisk	4175	2088
5613971	INSULINA NOVOLIN R	HM 100 UI f.a.x 10 ml	Novo Nordisk	6978	3489
5069481	INSULINA NOVOMIX 30 FLEXPEN	100 UI lapiceras x5 x3ml	Novo Nordisk	22798	11399
5066791	INSULINA NOVORAPID FLEXPEN	100 UI lapic.x 5 x 3 ml	Novo Nordisk	26548	13274
5066794	INSULINA NOVORAPID FLEXTOUCH	100 UI lapic.x 5 x 3 ml	Novo Nordisk	31844	15922
4691731	INSULINA NOVORAPID PENFILL	100 UI cart.x 5 x 3 ml	Novo Nordisk	35290	17645
6276971	INSULINA TRESIBA FLEXTOUCH	100 U lapiceras x5 x3 ml	Novo Nordisk	36294	18147
6276973	INSULINA TRESIBA FLEXTOUCH	200 U lapiceras x3 x3 ml	Novo Nordisk	95323	47662
3390031	KLIOGEST	comp.x 28	Novo Nordisk	82	41
9927390	NORDIPEN	10 mg aplic.x 1	Novo Nordisk	345	173
9951841	NORDIPEN	15 mg aplic.x 1	Novo Nordisk	475	238
9951840	NORDIPEN	5 mg aplic.x 1	Novo Nordisk	496	248
9927391	NORDIPENMATE	aplic.x 1	Novo Nordisk	187	94
4079831	NORDITROPIN	4 UI fco.x 1+a.x 1	Novo Nordisk	521	261
9954790	NORDITROPIN FLEXPRO	10 mg lapiceras prell.x1	Novo Nordisk	176396	88198
9954791	NORDITROPIN FLEXPRO	15 mg lapiceras prell.x1	Novo Nordisk	200678	100339
9954789	NORDITROPIN FLEXPRO	5 mg lapiceras prell.x 1	Novo Nordisk	108930	54465
4669133	NORDITROPIN NORDIFLEX	10 mg lapiceras x 1	Novo Nordisk	165235	82618
4669213	NORDITROPIN NORDIFLEX	15 mg lapiceras x 1	Novo Nordisk	125402	62701
4669053	NORDITROPIN NORDIFLEX	5 mg lapiceras x 1	Novo Nordisk	100280	50140
4669052	NORDITROPIN NORDILET	5 mg iny.x 1 x 1.5 ml	Novo Nordisk	52648	26324
3964831	NORDITROPIN PENSET	12 UI cart.x 1	Novo Nordisk	1648	824
4079911	NORDITROPIN PENSET	24 UI cart.x 1	Novo Nordisk	2085	1043
4669131	NORDITROPIN SIMPLEXX	10 mg cart.x 1	Novo Nordisk	13671	6836
4669211	NORDITROPIN SIMPLEXX	15 mg cart.x 1	Novo Nordisk	11576	5788
4669051	NORDITROPIN SIMPLEXX	5 mg cart.x 1	Novo Nordisk	6424	3212
639142	NOVOEIGHT 1000UI	liof.pvo.vial+j.p.x1x4ml	Novo Nordisk	405467	202734
639155	NOVOEIGHT 1500UI	liof.pvo.vial+j.p.x1x4ml	Novo Nordisk	472949	236475
639126	NOVOEIGHT 250UI	liof.pvo.vial+j.p.x1x4ml	Novo Nordisk	83060	41530
639139	NOVOEIGHT 500UI	liof.pvo.vial+j.p.x1x4ml	Novo Nordisk	179644	89822
9930968	NOVOFINE 30 G	agujas x 70	Novo Nordisk	93	47
9924025	NOVOFINE 31 G	agujas x 100	Novo Nordisk	104	52
9931305	NOVOFINE 31 G	agujas x 70	Novo Nordisk	112	56
4566911	NOVONORM	0.5 mg comp.x 30	Novo Nordisk	43	22
4566912	NOVONORM	0.5 mg comp.x 90	Novo Nordisk	125	63
4567081	NOVONORM	1 mg comp.x 30	Novo Nordisk	59	30
4567082	NOVONORM	1 mg comp.x 90	Novo Nordisk	190	95
4567161	NOVONORM	2 mg comp.x 30	Novo Nordisk	53	27
4567162	NOVONORM	2 mg comp.x 90	Novo Nordisk	149	75
9917599	NOVOPEN 1.5	aplic.x 1	Novo Nordisk	314	157
9921656	NOVOPEN 1.5 AZUL	aplic.x 1	Novo Nordisk	188	94
9921657	NOVOPEN 1.5 ROJO	aplic.x 1	Novo Nordisk	277	139
9924003	NOVOPEN 3 AZUL	Adultos aplic.x 1	Novo Nordisk	222	111
9924006	NOVOPEN 3 AZUL	Ni¤os aplic.x 1	Novo Nordisk	183	92
9924002	NOVOPEN 3 GRIS	Adultos aplic.x 1	Novo Nordisk	242	121
9924007	NOVOPEN 3 ROJO	Ni¤os aplic.x 1	Novo Nordisk	131	66
9924004	NOVOPEN 3 VERDE	Adultos aplic.x 1	Novo Nordisk	411	206
9949573	NOVOPEN 4	aplic.x 1	Novo Nordisk	10945	5473
9948686	NOVOPEN ECHO	aplic.x 1	Novo Nordisk	13816	6908
9929241	NOVOPEN JUNIOR AMARILLO	aplic.x 1	Novo Nordisk	226	113
9929240	NOVOPEN JUNIOR VERDE	aplic.x 1	Novo Nordisk	166	83
4723821	NOVOSEVEN	1.2 mg f.a.x 1	Novo Nordisk	4729	2365
4724071	NOVOSEVEN	4.8 mg f.a.x 1	Novo Nordisk	17321	8661
9955197	NOVOSEVEN MIXPRO	1 mg/ml jga.prell.+vial	Novo Nordisk	268434	134217
9955198	NOVOSEVEN MIXPRO	5 mg/ml jga.prell.+vial	Novo Nordisk	991488	495744
5828841	NOVOSEVEN RT	1 mg a.liof.x 1+solv.x 1	Novo Nordisk	6794	3397
9952220	NOVOSEVEN RT	1 mg a.liof.x 1+solv.x 1	Novo Nordisk	63515	31758
5829001	NOVOSEVEN RT	5 mg a.liof.x 1+solv.x 1	Novo Nordisk	476073	238037
9952219	NOVOSEVEN RT	5 mg a.liof.x 1+solv.x 1	Novo Nordisk	38285	19143
6600711	OZEMPIC	0.25 0.5mg/dosis x1.5ml	Novo Nordisk	30008	15004
6600713	OZEMPIC	1mg/dosis x 3ml	Novo Nordisk	120433	60217
9958841	REFIXIA	1000 UI pvo.liof+disolv.	Novo Nordisk	662745	331373
9958840	REFIXIA	500 UI pvo.liof+disolv.	Novo Nordisk	506627	253314
6491001	SAXENDA	lap.prell.x 3	Novo Nordisk	103280	51640
3390111	TRISEQUENS	comp.x 28	Novo Nordisk	47	24
3390291	TRISEQUENS FORTE	comp.x 28	Novo Nordisk	60	30
5956551	VICTOZA	lap.prell.x 2 x 3ml(PVP)	Novo Nordisk	60576	30288
9945683	VICTOZA	lap.prell.x2 x 3ml(PSS*)	Novo Nordisk	1425	713
9920975	GASA GUT	N§1 caja c/sob.10 x 10cm	Ceade	4	2
9920978	GASA GUT	N§1 caja c/sob.15 x 15cm	Ceade	2	1
9920979	GASA GUT	N§1 caja c/sob.20 x 20cm	Ceade	3	2
9920995	GASA GUT	N§1 tarro s/sob.10 x10cm	Ceade	2	1
9920996	GASA GUT	N§1 tarro s/sob.15 x15cm	Ceade	2	1
9920997	GASA GUT	N§1 tarro s/sob.20 x20cm	Ceade	2	1
9920998	GASA GUT	N§1 tarro s/sob.30 x30cm	Ceade	4	2
9920994	GASA GUT	N§1 tarro s/sob.5 x 5 cm	Ceade	3	2
9920980	GASA GUT	N§5 caja c/sob.10 x 10cm	Ceade	3	2
9920976	GASA GUT	N§5 caja c/sob.15 x 15cm	Ceade	5	3
9920981	GASA GUT	N§5 caja c/sob.20 x 20cm	Ceade	5	3
9920982	GASA GUT	N§5 caja c/sob.30 x 30cm	Ceade	3	2
9920977	GASA GUT	N§5 tarro c/sob.10 x10cm	Ceade	8	4
9920984	GASA GUT	N§5 tarro c/sob.15 x15cm	Ceade	6	3
9920986	GASA GUT	N§5 tarro c/sob.20 x20cm	Ceade	6	3
9920987	GASA GUT	N§5 tarro c/sob.30 x30cm	Ceade	4	2
9921000	GASA GUT	N§5 tarro s/sob.10 x10cm	Ceade	2	1
9921001	GASA GUT	N§5 tarro s/sob.15 x15cm	Ceade	3	2
9921002	GASA GUT	N§5 tarro s/sob.20 x20cm	Ceade	4	2
9921003	GASA GUT	N§5 tarro s/sob.30 x30cm	Ceade	4	2
9920999	GASA GUT	N§5 tarro s/sob.5 x 5 cm	Ceade	3	2
9920990	GASA GUT	est.sob.x 70 20x20cm c/u	Ceade	0	0
9920989	GASA GUT	est.sob.x 80 15x15cm c/u	Ceade	1	1
9920988	GASA GUT	est.sob.x100 10x10cm c/u	Ceade	0	0
9926977	ALBUMINA HUMANA BIOTEST	20% f.a.x 50 ml	Biogam	718	359
3064582	ANTI B	a.x 10 ml	Biogam	10060	5030
9926671	ANTI B	a.x 2 ml	Biogam	1551	776
9929996	ANTI B	a.x 40 ml	Biogam	35645	17823
302117	CITAX F	2500 mg f.a.x 1 x 50 ml	Biogam	1624	812
322959	CITAX F	500 mg a.x 1 x 10 ml	Biogam	157	79
302125	CITAX F	5000 mg f.a.x 1 x 100 ml	Biogam	7772	3886
9926672	CUSTOPLEX	bid¢n perfusor x 5000 ml	Biogam	10488	5244
9925632	CUSTOPLEX	f.a.x 1000 ml	Biogam	3057	1529
9927146	CUSTOPLEX	f.a.x 500 ml	Biogam	799	400
9915207	GELIFUNDOL	f.a.x 500 ml	Biogam	102	51
9926675	HAEMOCTIN SDH	1000 UI f.a.x 1+eq.inf.	Biogam	7302	3651
9926673	HAEMOCTIN SDH	250 UI f.a.x 1+eq.inf.	Biogam	466	233
9926674	HAEMOCTIN SDH	500 UI f.a.x 1+eq.inf.	Biogam	4721	2361
3164491	MEGALOTECT	iny.a.x 10 ml	Biogam	575	288
3164492	MEGALOTECT	iny.a.x 20 ml	Biogam	4964	2482
3164493	MEGALOTECT	iny.f.a.x 50 ml	Biogam	15709	7855
3395821	PENTAGLOBIN	a.x 10 ml	Biogam	296	148
3395822	PENTAGLOBIN	a.x 20 ml	Biogam	359	180
3395823	PENTAGLOBIN	f.a.x 50 ml	Biogam	12264	6132
338643	VARITECT	f.a.x 50 ml	Biogam	9378	4689
338642	VARITECT CP	a.x 20 ml	Biogam	13968	6984
338641	VARITECT CP	a.x 5 ml	Biogam	2358	1179
9935219	DERMANOVA	cr.x 150 g	Ferrer	593	297
9939225	DERMANOVA BODY	emuls. x 250 ml	Ferrer	204	102
9946507	DERMANOVA FACIAL	cr.x 60 g	Ferrer	462	231
9924068	DERMANOVA MASSAGE	esponja masaj.d‚rmica x1	Ferrer	6	3
9939226	DERMANOVA TALON Y CODOS	kit x 2 pomos cr.x 60 g	Ferrer	308	154
9918310	FRIONEX GEL	pomo x 140 g	Ferrer	15	8
9918206	FRIONEX SPRAY	fco.x 145 g	Ferrer	800	400
9932558	NEGACNE	gel t¢pico x 20 g	Ferrer	75	38
9921900	NEGACNE	gel t¢pico x 30 g	Ferrer	15	8
9945208	NEGACNE GL	gel limpiador x 150 g	Ferrer	263	132
9945209	NEGACNE POST ACNE	cr.x 20 g	Ferrer	241	121
9939893	PHYTOCALM	comp.x 20	Ferrer	368	184
9929128	PLUS & PLUS	disp.sachet x 50 x 15 ml	Ferrer	1798	899
9929127	PLUS & PLUS	sachet x 15 ml	Ferrer	53	27
9932120	PLUS & PLUS	shamp.x 120 ml	Ferrer	275	138
9921964	PLUS & PLUS	shamp.x 230 ml	Ferrer	294	147
9944838	PLUS & PLUS KIT	peine ac.+sh.sach.x 15ml	Ferrer	434	217
9924067	PRE CALENT	spray x 120 ml	Ferrer	237	119
3793481	PROVACSIN ORAL	sob.x 20	Ferrer	30	15
9926759	VARON PLUS	pomo x 23 g	Ferrer	24	12
9934100	VITAMINA C WIERHOM PHARMA	500 mg comp.rec.x 10	Ferrer	5	3
9934101	VITAMINA C WIERHOM PHARMA	dispenser x 10 est.x 10	Ferrer	66	33
